marque,modele,periode,moteur,distribution,puissance_ch,entretien_km,entretien_ans,brand_slug,model_slug
Ford,Mondeo,Mondeo 3.0 V6 Duratec Mk3 (2000-2007),3.0 V6 Duratec,CHAÎNE,170-226,-,-,ford,mondeo
Ford,Mondeo,Mondeo 2.0 Mk3 (2000-2007),2.0,COURROIE,115-155,160 000 km,-,ford,mondeo
Ford,Mondeo,Mondeo 2.2 TDCi Mk3 (2000-2007),2.2 TDCi,COURROIE,115-155,-,6 ans,ford,mondeo
Ford,Mondeo,Mondeo 2.0 EcoBoost Mk4 (2007-2014),2.0 EcoBoost,CHAÎNE,203-240,-,-,ford,mondeo
Ford,Mondeo,Mondeo 1.6 Mk4 (2007-2014),1.6,CHAÎNE,110-161,-,-,ford,mondeo
Ford,Mondeo,Mondeo 2.0 Mk4 (2007-2014),2.0,CHAÎNE,110-161,-,-,ford,mondeo
Ford,Mondeo,Mondeo 2.3 essence Mk4 (2007-2014),2.3 essence,COURROIE,110-161,-,-,ford,mondeo
Ford,Mondeo,Mondeo 1.6 Mk4 (2007-2014),1.6,COURROIE,95-200,140-180 000 km,-,ford,mondeo
Ford,Mondeo,Mondeo 2.0 Mk4 (2007-2014),2.0,COURROIE,95-200,-,6-10 ans,ford,mondeo
Ford,Mondeo,Mondeo 2.2 TDCi Mk4 (2007-2014),2.2 TDCi,COURROIE,95-200,-,6-10 ans,ford,mondeo
Ford,Mondeo/Fusion,Mondeo/Fusion 2.0 EcoBoost Mk5 (2014-2022),2.0 EcoBoost,CHAÎNE,200-245,-,-,ford,mondeo-fusion
Ford,Mondeo/Fusion,Mondeo/Fusion 1.0 Mk5 (2014-2022),1.0,COURROIE HUMIDE,125-165,150-240 000 km,-,ford,mondeo-fusion
Ford,Mondeo/Fusion,Mondeo/Fusion 1.5 EcoBoost Mk5 (2014-2022),1.5 EcoBoost,COURROIE HUMIDE,125-165,-,8-10 ans,ford,mondeo-fusion
Ford,Mondeo/Fusion,Mondeo/Fusion 2.0 TDCi Mk5 (2014-2022),2.0 TDCi,COURROIE HUMIDE,120-190,160-240 000 km,-,ford,mondeo-fusion
Ford,Mondeo/Fusion,Mondeo/Fusion 2.0 EcoBlue Mk5 (2014-2022),2.0 EcoBlue,COURROIE HUMIDE,120-190,-,6-10 ans,ford,mondeo-fusion
Ford,Mustang,Mustang 4.0 V6 S197 (2005-2014),4.0 V6,CHAÎNE,210-305,-,-,ford,mustang
Ford,Mustang,Mustang 3.7 V6 S197 (2005-2014),3.7 V6,CHAÎNE,210-305,-,-,ford,mustang
Ford,Mustang,Mustang 4.6 S197 (2005-2014),4.6,CHAÎNE,300-540,-,-,ford,mustang
Ford,Mustang,Mustang 5.4 Modular V8 S197 (2005-2014),5.4 Modular V8,CHAÎNE,300-540,-,-,ford,mustang
Ford,Mustang,Mustang 5.2 V8 Voodoo S550 (2015-2020),5.2 V8 Voodoo,CHAÎNE,526-533,-,-,ford,mustang
Ford,Mustang,Mustang 2.3 EcoBoost S550 (2015-2023),2.3 EcoBoost,CHAÎNE,310-350,-,-,ford,mustang
Ford,Mustang,Mustang 5.0 V8 Coyote S550 (2015-2023),5.0 V8 Coyote,CHAÎNE,421-486,-,-,ford,mustang
Ford,Mustang,Mustang 2.3 EcoBoost S650 (2024- ),2.3 EcoBoost,CHAÎNE,315,-,-,ford,mustang
Ford,Mustang,Mustang 5.0 V8 Coyote Gen4 S650 (2024- ),5.0 V8 Coyote Gen4,CHAÎNE,480-500+,-,-,ford,mustang
Ford,Ranger,Ranger 2.2 T6 (2011-2022),2.2,COURROIE,125-200,160 000 km,-,ford,ranger
Ford,Ranger,Ranger 3.2 TDCi T6 (2011-2022),3.2 TDCi,COURROIE,125-200,-,6 ans,ford,ranger
Ford,Ranger,Ranger 2.0 EcoBlue (S T6.2 (2019-2022),2.0 EcoBlue (S,COURROIE HUMIDE,170-213,200-240 000 km,-,ford,ranger
Ford,Ranger,Ranger BT) T6.2 (2019-2022),BT),COURROIE HUMIDE,170-213,-,10 ans,ford,ranger
Ford,Ranger,Ranger 2.3 EB T6.3 (2023- ),2.3 EB,CHAÎNE,270-405,-,-,ford,ranger
Ford,Ranger,Ranger 2.7 EB T6.3 (2023- ),2.7 EB,CHAÎNE,270-405,-,-,ford,ranger
Ford,Ranger,Ranger 3.0 EB T6.3 (2023- ),3.0 EB,CHAÎNE,270-405,-,-,ford,ranger
Ford,Super Duty F-250+,Super Duty F-250+ 6.7 PowerStroke Scorpion -2011,6.7 PowerStroke Scorpion,CHAÎNE,390-475,-,-,ford,super-duty-f-250
Ford,Super Duty F-250+,Super Duty F-250+ 6.0 2005-2010,6.0,CHAÎNE,325-350,-,-,ford,super-duty-f-250
Ford,Super Duty F-250+,Super Duty F-250+ 6.4 PowerStroke 2005-2010,6.4 PowerStroke,CHAÎNE,325-350,-,-,ford,super-duty-f-250
Ford,Transit,Transit 2.0 EcoBlue -2016,2.0 EcoBlue,COURROIE HUMIDE,105-185,200-240 000 km,10 ans,ford,transit
Ford,Transit,Transit 2.0 2000-2013,2.0,COURROIE,75-200,160 000 km,-,ford,transit
Ford,Transit,Transit 2.2 2000-2013,2.2,COURROIE,75-200,-,6 ans,ford,transit
Ford,Transit,Transit 2.4 2000-2013,2.4,COURROIE,75-200,-,6 ans,ford,transit
Ford,Transit,Transit 3.2 TDCi 2000-2013,3.2 TDCi,COURROIE,75-200,-,6 ans,ford,transit
Ford,Transit Connect,Transit Connect 1.0 EB -2014,1.0 EB,CHAÎNE,100-120,-,-,ford,transit-connect
Ford,Transit Connect,Transit Connect 1.5 TDCi -2014,1.5 TDCi,COURROIE,75-120,-,-,ford,transit-connect
Ford,Transit Connect,Transit Connect 1.5 EcoBlue -2014,1.5 EcoBlue,COURROIE,75-120,-,-,ford,transit-connect
Ford,Transit Connect,Transit Connect 1.8 TDCi 2002-2013,1.8 TDCi,COURROIE,75-110,160 000 km,6 ans,ford,transit-connect
Honda,Accord,Accord 1.5T VTEC Turbo 10e gen (2018-2022),1.5T VTEC Turbo,CHAÎNE,192,-,-,honda,accord
Honda,Accord,Accord 2.0T VTEC Turbo 10e gen (2018-2022),2.0T VTEC Turbo,CHAÎNE,252,-,-,honda,accord
Honda,Accord,Accord 2.4 i-VTEC 7e gen (2003-2007),2.4 i-VTEC,CHAÎNE,160-200,-,-,honda,accord
Honda,Accord,Accord 3.0 V6 i-VTEC 7e gen (2003-2007),3.0 V6 i-VTEC,COURROIE,240,90-160 000 km,6-10 ans,honda,accord
Honda,Accord,Accord 2.4 i-VTEC 8e gen (2008-2012),2.4 i-VTEC,CHAÎNE,177-190,-,-,honda,accord
Honda,Accord,Accord 3.5 V6 i-VTEC 8e gen (2008-2012),3.5 V6 i-VTEC,COURROIE,268-271,90-160 000 km,6-10 ans,honda,accord
Honda,Accord,Accord 2.4 i-VTEC 9e gen (2013-2017),2.4 i-VTEC,CHAÎNE,185-189,-,-,honda,accord
Honda,Accord,Accord 3.5 V6 i-VTEC 9e gen (2013-2017),3.5 V6 i-VTEC,COURROIE,278-278,90-160 000 km,6-10 ans,honda,accord
Honda,Accord Hybrid,Accord Hybrid 2.0 e:HEV 10e/11e gen (2018-2025),2.0 e:HEV,CHAÎNE,212-204,-,-,honda,accord-hybrid
Honda,BR-V,BR-V 1.5 i-VTEC 2016-2025,1.5 i-VTEC,CHAÎNE,118-121,-,-,honda,brv
Honda,City/Ballade,City/Ballade 1.5 i-VTEC 2008-2025,1.5 i-VTEC,CHAÎNE,120-126+,-,-,honda,city-ballade
Honda,City/Ballade,City/Ballade e:HEV 2008-2025,e:HEV,CHAÎNE,120-126+,-,-,honda,city-ballade
Honda,Civic,Civic 1.5T VTEC Turbo 10e gen (2016-2021),1.5T VTEC Turbo,CHAÎNE,174-205,-,-,honda,civic
Honda,Civic,Civic 2.0 i-VTEC 10e gen (2016-2021),2.0 i-VTEC,CHAÎNE,158,-,-,honda,civic
Honda,Civic,Civic 1.5T VTEC Turbo 11e gen (2022-2025),1.5T VTEC Turbo,CHAÎNE,180,-,-,honda,civic
Honda,Civic,Civic 2.0 i-VTEC (Si) 7e gen (2001-2005),2.0 i-VTEC (Si),CHAÎNE,160,-,-,honda,civic
Honda,Civic,Civic 1.7 i-VTEC 7e gen (2001-2005),1.7 i-VTEC,COURROIE,115-130,90-120 000 km,5-6 ans,honda,civic
Honda,Civic,Civic 1.8 i-VTEC 8e gen (2006-2011),1.8 i-VTEC,CHAÎNE,140,-,-,honda,civic
Honda,Civic,Civic 2.0 i-VTEC (Si) 8e gen (2006-2011),2.0 i-VTEC (Si),CHAÎNE,197,-,-,honda,civic
Honda,Civic,Civic 1.8 i-VTEC 9e gen (2012-2015),1.8 i-VTEC,CHAÎNE,140,-,-,honda,civic
Honda,Civic Type R,Civic Type R 2.0T VTEC Turbo FK2/FK8/FL5 (2015-2025),2.0T VTEC Turbo,CHAÎNE,310-329,-,-,honda,civic-type-r
Honda,Clarity,Clarity 1.5 Atkinson + elec. PHEV/EV/FCV (2016-2021),1.5 Atkinson + elec.,CHAÎNE,212 (PHEV),-,-,honda,clarity
Honda,CR-V,CR-V 2.4 i-VTEC 2e gen (2002-2006),2.4 i-VTEC,CHAÎNE,160,-,-,honda,crv
Honda,CR-V,CR-V 2.4 i-VTEC 3e/4e gen (2007-2016),2.4 i-VTEC,CHAÎNE,166-185,-,-,honda,crv
Honda,CR-V,CR-V 1.5T VTEC Turbo 5e gen (2017-2022),1.5T VTEC Turbo,CHAÎNE,190,-,-,honda,crv
Honda,CR-V,CR-V 1.5T 6e gen (2023-2025),1.5T,CHAÎNE,190,-,-,honda,crv
Honda,CR-V,CR-V 2.0 Hybrid 6e gen (2023-2025),2.0 Hybrid,CHAÎNE,204,-,-,honda,crv
Honda,CR-V Diesel (EU),CR-V Diesel (EU) 2.2 i-CTDi 2005-2015,2.2 i-CTDi,CHAÎNE,140-150,-,-,honda,crv-diesel-eu
Honda,CR-V Diesel (EU),CR-V Diesel (EU) i-DTEC 2005-2015,i-DTEC,CHAÎNE,140-150,-,-,honda,crv-diesel-eu
Honda,CR-Z,CR-Z 1.5 i-VTEC IMA 2010-2016,1.5 i-VTEC IMA,CHAÎNE,122-130,-,-,honda,crz
Honda,Crosstour,Crosstour 2.4 i-VTEC 2010-2015,2.4 i-VTEC,CHAÎNE,192,-,-,honda,crosstour
Honda,Crosstour,Crosstour 3.5 V6 2010-2015,3.5 V6,COURROIE,271,-,-,honda,crosstour
Honda,Element,Element 2.4 i-VTEC 2003-2011,2.4 i-VTEC,CHAÎNE,160-166,-,-,honda,element
Honda,Fit/Jazz,Fit/Jazz 1.3 1re/2e/3e gen (2001-2020),1.3,CHAÎNE,82-130,-,-,honda,fit-jazz
Honda,Fit/Jazz,Fit/Jazz 1.5 i-VTEC 1re/2e/3e gen (2001-2020),1.5 i-VTEC,CHAÎNE,82-130,-,-,honda,fit-jazz
Honda,FR-V/Edix,FR-V/Edix 1.7 2004-2009,1.7,COURROIE,125,-,-,honda,frv-edix
Honda,FR-V/Edix,FR-V/Edix 2.0 2004-2009,2.0,CHAÎNE,150,-,-,honda,frv-edix
Honda,FR-V/Edix,FR-V/Edix 2.2 i-CTDi 2004-2009,2.2 i-CTDi,CHAÎNE,140,-,-,honda,frv-edix
Honda,HR-V (US) / ZR-V (EU),HR-V (US) / ZR-V (EU) 2.0 i-VTEC 2023-2025,2.0 i-VTEC,CHAÎNE,158,-,-,honda,hrv-us-zrv-eu
Honda,HR-V (US) / ZR-V (EU),HR-V (US) / ZR-V (EU) e:HEV 2023-2025,e:HEV,CHAÎNE,~184,-,-,honda,hrv-us-zrv-eu
Honda,HR-V/Vezel,HR-V/Vezel 1.8 i-VTEC 1re gen (2016-2021 US),1.8 i-VTEC,CHAÎNE,141,-,-,honda,hrv-vezel
Honda,Insight,Insight 1.3 Hybrid 2e gen (2009-2014),1.3 Hybrid,CHAÎNE,98,-,-,honda,insight
Honda,Insight,Insight 1.5 3e gen (2019-2022),1.5,CHAÎNE,151-151,-,-,honda,insight
Honda,Insight,Insight 2.0 Hybrid 3e gen (2019-2022),2.0 Hybrid,CHAÎNE,151-151,-,-,honda,insight
Honda,Jazz (e:HEV),Jazz (e:HEV) 1.5 Hybrid 4e gen (2020-2025),1.5 Hybrid,CHAÎNE,109-131,-,-,honda,jazz-ehev
Honda,NSX,NSX 3.2 V6 VTEC NA2 (2002-2005),3.2 V6 VTEC,COURROIE,280,90-120 000 km,5-6 ans,honda,nsx
Honda,NSX,NSX 3.5 V6 biturbo + hybr. NC1 (2016-2022),3.5 V6 biturbo + hybr.,CHAÎNE,573-600,-,-,honda,nsx
Honda,Odyssey (JDM/Intl),Odyssey (JDM/Intl) 2.4 i-VTEC 2013-2024,2.4 i-VTEC,CHAÎNE,175-198,-,-,honda,odyssey-jdm-intl
Honda,Odyssey (JDM/Intl),Odyssey (JDM/Intl) 2.0 e:HEV 2013-2024,2.0 e:HEV,CHAÎNE,~215,-,-,honda,odyssey-jdm-intl
Honda,Odyssey (NA),Odyssey (NA) 3.5 V6 i-VTEC 5e gen (2018-2025),3.5 V6 i-VTEC,COURROIE,280,90-160 000 km,6-10 ans,honda,odyssey-na
Honda,Passport,Passport 3.5 V6 i-VTEC 2e gen (2019-2025),3.5 V6 i-VTEC,COURROIE,280,90-160 000 km,6-10 ans,honda,passport
Honda,Pilot,Pilot 3.5 V6 i-VTEC 3e/4e gen (2016-2025),3.5 V6 i-VTEC,COURROIE,280-285,90-160 000 km,6-10 ans,honda,pilot
Honda,Ridgeline,Ridgeline 3.5 V6 i-VTEC 2e gen (2017-2025),3.5 V6 i-VTEC,COURROIE,280,90-160 000 km,6-10 ans,honda,ridgeline
Honda,S2000,S2000 2.0 AP1/AP2 (2000-2009),2.0,CHAÎNE,240-242,-,-,honda,s2000
Honda,S2000,S2000 2.2 VTEC AP1/AP2 (2000-2009),2.2 VTEC,CHAÎNE,240-242,-,-,honda,s2000
Honda,Stream,Stream 1.7 2000-2014,1.7,COURROIE,125,-,-,honda,stream
Honda,Stream,Stream 2.0 i-VTEC 2000-2014,2.0 i-VTEC,CHAÎNE,156,-,-,honda,stream
Honda,WR-V (AS)/Elevate,WR-V (AS)/Elevate 1.2 2017-2025,1.2,CHAÎNE,90-121+,-,-,honda,wrv-as-elevate
Honda,WR-V (AS)/Elevate,WR-V (AS)/Elevate 1.5 i-VTEC 2017-2025,1.5 i-VTEC,CHAÎNE,90-121+,-,-,honda,wrv-as-elevate
Honda,WR-V (AS)/Elevate,WR-V (AS)/Elevate 1.5 e:HEV 2017-2025,1.5 e:HEV,CHAÎNE,90-121+,-,-,honda,wrv-as-elevate
Hyundai,Accent,Accent 1.4 MC (2005-2010),1.4,COURROIE,97-112,120000 km,-,hyundai,accent
Hyundai,Accent,Accent 1.6 Alpha MC (2005-2010),1.6 Alpha,COURROIE,97-112,-,10 ans,hyundai,accent
Hyundai,Accent,Accent 1.4 RB (2010-2017),1.4,CHAÎNE,107-140,-,-,hyundai,accent
Hyundai,Accent,Accent 1.6 Gamma RB (2010-2017),1.6 Gamma,CHAÎNE,107-140,-,-,hyundai,accent
Hyundai,Bayon,Bayon 1.0 T-GDi 48V BC3 (2021-…),1.0 T-GDi 48V,CHAÎNE,84-120,-,-,hyundai,bayon
Hyundai,Bayon,Bayon 1.2 BC3 (2021-…),1.2,CHAÎNE,84-120,-,-,hyundai,bayon
Hyundai,Creta,Creta 1.6 Gamma GS (2015-2020),1.6 Gamma,CHAÎNE,123-128,-,-,hyundai,creta
Hyundai,Creta,Creta 1.6 CRDi GS (2015-2020),1.6 CRDi,CHAÎNE,123-128,-,-,hyundai,creta
Hyundai,Creta,Creta 1.5 Smartstream SU2 (2020-…),1.5 Smartstream,CHAÎNE,115-140,-,-,hyundai,creta
Hyundai,Creta,Creta 1.4 T-GDi SU2 (2020-…),1.4 T-GDi,CHAÎNE,115-140,-,-,hyundai,creta
Hyundai,Creta,Creta 1.5 CRDi SU2 (2020-…),1.5 CRDi,CHAÎNE,115-140,-,-,hyundai,creta
Hyundai,Elantra,Elantra 1.6 AD (2015-2020),1.6,CHAÎNE,128-150,-,-,hyundai,elantra
Hyundai,Elantra,Elantra 2.0 Atkinson AD (2015-2020),2.0 Atkinson,CHAÎNE,128-150,-,-,hyundai,elantra
Hyundai,Elantra,Elantra 1.6 HD (2006-2011),1.6,COURROIE,122-143,120000 km,-,hyundai,elantra
Hyundai,Elantra,Elantra 2.0 Beta HD (2006-2011),2.0 Beta,CHAÎNE,122-143,-,-,hyundai,elantra
Hyundai,Elantra,Elantra Gamma HD (2006-2011),Gamma,CHAÎNE,122-143,-,-,hyundai,elantra
Hyundai,Elantra,Elantra 1.6 GDI Gamma MD/UD (2010-2015),1.6 GDI Gamma,CHAÎNE,130-132,-,-,hyundai,elantra
Hyundai,Elantra N,Elantra N 2.0 T-GDi (Theta III) CN7 (2021-…),2.0 T-GDi (Theta III),CHAÎNE,280-286,-,-,hyundai,elantra-n
Hyundai,Genesis Coupé,Genesis Coupé 2.0T Theta II BK (2010-2013 EU),2.0T Theta II,CHAÎNE,210-275,-,-,hyundai,genesis-coupe
Hyundai,Genesis Coupé,Genesis Coupé 3.8 Lambda II V6 BK (2010-2013 EU),3.8 Lambda II V6,CHAÎNE,303-347,-,-,hyundai,genesis-coupe
Hyundai,Getz,Getz 1.1 TB (2002-2011),1.1,COURROIE,62-97,120000 km,-,hyundai,getz
Hyundai,Getz,Getz 1.3 TB (2002-2011),1.3,COURROIE,62-97,-,10 ans,hyundai,getz
Hyundai,Getz,Getz 1.4 Alpha TB (2002-2011),1.4 Alpha,COURROIE,62-97,-,10 ans,hyundai,getz
Hyundai,H1 (Starex),H1 (Starex) 2.4 Theta TQ (2007-2021),2.4 Theta,CHAÎNE,136-170,-,-,hyundai,h1-starex
Hyundai,H1 (Starex),H1 (Starex) 2.5 CRDi (A2) TQ (2007-2021),2.5 CRDi (A2),COURROIE,136-170,120000-160000 km,-,hyundai,h1-starex
Hyundai,i10,i10 1.0 Kappa AC (2020-…),1.0 Kappa,CHAÎNE,67-69,-,-,hyundai,i10
Hyundai,i10,i10 1.0 T-GDi (N Line) AC (2020-…),1.0 T-GDi (N Line),CHAÎNE,100-120,-,-,hyundai,i10
Hyundai,i10,i10 1.0 Kappa IA (2013-2020),1.0 Kappa,CHAÎNE,66-69,-,-,hyundai,i10
Hyundai,i10,i10 1.2 Kappa IA (2013-2020),1.2 Kappa,CHAÎNE,84-87,-,-,hyundai,i10
Hyundai,i10,i10 1.2 Kappa PA (2007-2013),1.2 Kappa,CHAÎNE,78,-,-,hyundai,i10
Hyundai,i10,i10 1.1 iRDE (Epsilon) PA (2007-2013),1.1 iRDE (Epsilon),COURROIE,66-67,120000 km,10 ans,hyundai,i10
Hyundai,i20,i20 1.0 T-GDi 48V BC3 (2020-…),1.0 T-GDi 48V,CHAÎNE,100-120,-,-,hyundai,i20
Hyundai,i20,i20 1.0 T-GDi Kappa GB (2014-2020),1.0 T-GDi Kappa,CHAÎNE,100-120,-,-,hyundai,i20
Hyundai,i20,i20 1.2 Kappa GB (2014-2020),1.2 Kappa,CHAÎNE,75-84,-,-,hyundai,i20
Hyundai,i20,i20 1.4 CRDi (U2) GB (2014-2020),1.4 CRDi (U2),CHAÎNE,90-100,-,-,hyundai,i20
Hyundai,i20,i20 1.2 Kappa PB (2008-2014),1.2 Kappa,CHAÎNE,78-85,-,-,hyundai,i20
Hyundai,i20,i20 1.4 Gamma PB (2008-2014),1.4 Gamma,CHAÎNE,100,-,-,hyundai,i20
Hyundai,i20,i20 1.4 CRDi PB (2009-2014),1.4 CRDi,CHAÎNE,75-90,-,-,hyundai,i20
Hyundai,i20 N,i20 N 1.6 T-GDi (Gamma II) BC3 (2020-…),1.6 T-GDi (Gamma II),CHAÎNE,204,-,-,hyundai,i20-n
Hyundai,i30,i30 1.4 FD (2007-2012),1.4,CHAÎNE,109-126,-,-,hyundai,i30
Hyundai,i30,i30 1.6 Gamma FD (2007-2012),1.6 Gamma,CHAÎNE,109-126,-,-,hyundai,i30
Hyundai,i30,i30 1.6 FD (2007-2012),1.6,CHAÎNE,90-140,-,-,hyundai,i30
Hyundai,i30,i30 2.0 CRDi FD (2007-2012),2.0 CRDi,COURROIE,90-140,120000 km,-,hyundai,i30
Hyundai,i30,i30 1.4 GD (2012-2017),1.4,CHAÎNE,100-135,-,-,hyundai,i30
Hyundai,i30,i30 1.6 Gamma GD (2012-2017),1.6 Gamma,CHAÎNE,100-135,-,-,hyundai,i30
Hyundai,i30,i30 1.6 CRDi (U2) GD (2012-2017),1.6 CRDi (U2),CHAÎNE,90-136,-,-,hyundai,i30
Hyundai,i30,i30 1.0 T-GDi Kappa PD (2017-2020),1.0 T-GDi Kappa,CHAÎNE,120,-,-,hyundai,i30
Hyundai,i30,i30 1.4 T-GDi Kappa PD (2017-2023),1.4 T-GDi Kappa,CHAÎNE,140,-,-,hyundai,i30
Hyundai,i30,i30 1.6 CRDi (U3) PD (2017-2023),1.6 CRDi (U3),CHAÎNE,115-136,-,-,hyundai,i30
Hyundai,i30 N,i30 N 2.0 T-GDi (Smartstream) PD (2024-…),2.0 T-GDi (Smartstream),CHAÎNE,280+,-,-,hyundai,i30-n
Hyundai,i30 N,i30 N 2.0 T-GDi (Theta II) PDeN (2017-2023),2.0 T-GDi (Theta II),CHAÎNE,250-280,-,-,hyundai,i30-n
Hyundai,i40,i40 1.6 VF (2011-2019),1.6,CHAÎNE,135-177,-,-,hyundai,i40
Hyundai,i40,i40 2.0 GDI Gamma VF (2011-2019),2.0 GDI Gamma,CHAÎNE,135-177,-,-,hyundai,i40
Hyundai,i40,i40 Nu VF (2011-2019),Nu,CHAÎNE,135-177,-,-,hyundai,i40
Hyundai,i40,i40 1.7 CRDi (U2) VF (2011-2019),1.7 CRDi (U2),CHAÎNE,115-141,-,-,hyundai,i40
Hyundai,Ioniq,Ioniq 1.6 GDI Hybrid AE (2016-2022),1.6 GDI Hybrid,CHAÎNE,141-164 (système),-,-,hyundai,ioniq
Hyundai,Ioniq,Ioniq PHEV AE (2016-2022),PHEV,CHAÎNE,141-164 (système),-,-,hyundai,ioniq
Hyundai,Kona,Kona 1.0 T-GDi Kappa OS (2017-2023),1.0 T-GDi Kappa,CHAÎNE,120,-,-,hyundai,kona
Hyundai,Kona,Kona 1.6 T-GDi Gamma OS (2017-2023),1.6 T-GDi Gamma,CHAÎNE,177,-,-,hyundai,kona
Hyundai,Kona,Kona 1.6 CRDi (U3) OS (2018-2023),1.6 CRDi (U3),CHAÎNE,115-136,-,-,hyundai,kona
Hyundai,Kona,Kona 1.6 T-GDi SX2 (2023-…),1.6 T-GDi,CHAÎNE,149-198,-,-,hyundai,kona
Hyundai,Kona,Kona 2.0 Atkinson SX2 (2023-…),2.0 Atkinson,CHAÎNE,149-198,-,-,hyundai,kona
Hyundai,Kona N,Kona N 2.0 T-GDi (Theta II) OS (2021-2023),2.0 T-GDi (Theta II),CHAÎNE,280,-,-,hyundai,kona-n
Hyundai,Matrix,Matrix 1.6 FC (2001-2010),1.6,COURROIE,103-122,120000 km,-,hyundai,matrix
Hyundai,Matrix,Matrix 1.8 Beta FC (2001-2010),1.8 Beta,COURROIE,103-122,-,10 ans,hyundai,matrix
Hyundai,Palisade,Palisade 2.2 CRDi (R) LX2 (2018-2022),2.2 CRDi (R),CHAÎNE,200,-,-,hyundai,palisade
Hyundai,Palisade,Palisade 3.5 LX2 (2018-…),3.5,CHAÎNE,277-295,-,-,hyundai,palisade
Hyundai,Palisade,Palisade 3.8 Lambda II LX2 (2018-…),3.8 Lambda II,CHAÎNE,277-295,-,-,hyundai,palisade
Hyundai,Palisade,Palisade III LX2 (2018-…),III,CHAÎNE,277-295,-,-,hyundai,palisade
Hyundai,Santa Fe,Santa Fe 2.4 Theta II CM (2006-2012),2.4 Theta II,CHAÎNE,170-235,-,-,hyundai,santa-fe
Hyundai,Santa Fe,Santa Fe 2.7 Mu CM (2006-2012),2.7 Mu,CHAÎNE,170-235,-,-,hyundai,santa-fe
Hyundai,Santa Fe,Santa Fe 3.3 Lambda CM (2006-2012),3.3 Lambda,CHAÎNE,170-235,-,-,hyundai,santa-fe
Hyundai,Santa Fe,Santa Fe 2.4 GDI DM (2012-2018),2.4 GDI,CHAÎNE,190-290,-,-,hyundai,santa-fe
Hyundai,Santa Fe,Santa Fe 2.0T DM (2012-2018),2.0T,CHAÎNE,190-290,-,-,hyundai,santa-fe
Hyundai,Santa Fe,Santa Fe 3.3 Lambda II DM (2012-2018),3.3 Lambda II,CHAÎNE,190-290,-,-,hyundai,santa-fe
Hyundai,Santa Fe,Santa Fe 2.5 T-GDi MX5 (2023-…),2.5 T-GDi,CHAÎNE,180-281,-,-,hyundai,santa-fe
Hyundai,Santa Fe,Santa Fe 1.6T HEV MX5 (2023-…),1.6T HEV,CHAÎNE,180-281,-,-,hyundai,santa-fe
Hyundai,Santa Fe,Santa Fe PHEV MX5 (2023-…),PHEV,CHAÎNE,180-281,-,-,hyundai,santa-fe
Hyundai,Santa Fe,Santa Fe 2.2D MX5 (2023-…),2.2D,CHAÎNE,180-281,-,-,hyundai,santa-fe
Hyundai,Santa Fe,Santa Fe 2.0 SM (2000-2006),2.0,COURROIE,136-179,120000 km,-,hyundai,santa-fe
Hyundai,Santa Fe,Santa Fe 2.4 Theta SM (2000-2006),2.4 Theta,COURROIE,136-179,120000 km,-,hyundai,santa-fe
Hyundai,Santa Fe,Santa Fe 2.7 Delta SM (2000-2006),2.7 Delta,COURROIE,136-179,120000 km,-,hyundai,santa-fe
Hyundai,Santa Fe,Santa Fe 2.4 TM (2018-2023),2.4,CHAÎNE,180-202,-,-,hyundai,santa-fe
Hyundai,Santa Fe,Santa Fe 2.5 Smartstream TM (2018-2023),2.5 Smartstream,CHAÎNE,180-202,-,-,hyundai,santa-fe
Hyundai,Santa Fe,Santa Fe 2.2 CRDi (R2) TM (2018-2023),2.2 CRDi (R2),CHAÎNE,180-202,-,-,hyundai,santa-fe
Hyundai,Sonata,Sonata 2.5 Smartstream DN8 (2019-…),2.5 Smartstream,CHAÎNE,180-290,-,-,hyundai,sonata
Hyundai,Sonata,Sonata 1.6T DN8 (2019-…),1.6T,CHAÎNE,180-290,-,-,hyundai,sonata
Hyundai,Sonata,Sonata 2.0 LF (2014-2019),2.0,CHAÎNE,163-245,-,-,hyundai,sonata
Hyundai,Sonata,Sonata 2.4 LF (2014-2019),2.4,CHAÎNE,163-245,-,-,hyundai,sonata
Hyundai,Sonata,Sonata 1.6T LF (2014-2019),1.6T,CHAÎNE,163-245,-,-,hyundai,sonata
Hyundai,Sonata,Sonata 2.0 NF (2004-2010),2.0,CHAÎNE,145-175,-,-,hyundai,sonata
Hyundai,Sonata,Sonata 2.4 Theta I NF (2004-2010),2.4 Theta I,CHAÎNE,145-175,-,-,hyundai,sonata
Hyundai,Sonata,Sonata 2.0 YF (2010-2014),2.0,CHAÎNE,165-201,-,-,hyundai,sonata
Hyundai,Sonata,Sonata 2.4 Theta II YF (2010-2014),2.4 Theta II,CHAÎNE,165-201,-,-,hyundai,sonata
Hyundai,Staria,Staria 3.5 Lambda III US4 (2021-…),3.5 Lambda III,CHAÎNE,177-272,-,-,hyundai,staria
Hyundai,Staria,Staria 2.2 CRDi (R2) US4 (2021-…),2.2 CRDi (R2),CHAÎNE,177-272,-,-,hyundai,staria
Hyundai,Terracan,Terracan 2.9 CRDi (J) HP (2001-2007),2.9 CRDi (J),COURROIE,150-163,120000 km,-,hyundai,terracan
Hyundai,Tucson,Tucson 2.0 Beta JM (2004-2009),2.0 Beta,COURROIE,140-173,120000 km,-,hyundai,tucson
